time,query,publisher,score,decision
2026-02-27 18:32:51.992107,the indian prime minister narendra modi died in a plane crash,news.google.com,70.07,NEEDS MORE SOURCES
2026-02-27 18:32:51.992107,the indian prime minister narendra modi died in a plane crash,news.google.com,64.78,NEEDS MORE SOURCES
2026-02-27 18:32:51.992107,the indian prime minister narendra modi died in a plane crash,news.google.com,64.01,NEEDS MORE SOURCES
2026-02-27 18:32:51.992107,the indian prime minister narendra modi died in a plane crash,news.google.com,61.2,NEEDS MORE SOURCES
2026-02-27 18:32:51.992107,the indian prime minister narendra modi died in a plane crash,news.google.com,59.43,NEEDS MORE SOURCES
2026-02-27 18:32:51.992107,the indian prime minister narendra modi died in a plane crash,news.google.com,57.5,NEEDS MORE SOURCES
2026-02-27 18:32:51.992107,the indian prime minister narendra modi died in a plane crash,news.google.com,55.6,NEEDS MORE SOURCES
2026-02-27 18:32:51.992107,the indian prime minister narendra modi died in a plane crash,news.google.com,52.61,NEEDS MORE SOURCES
2026-02-27 18:32:51.992107,the indian prime minister narendra modi died in a plane crash,news.google.com,50.48,NEEDS MORE SOURCES
2026-02-27 18:32:51.992107,the indian prime minister narendra modi died in a plane crash,news.google.com,50.16,NEEDS MORE SOURCES
2026-02-27 18:32:51.992107,the indian prime minister narendra modi died in a plane crash,news.google.com,47.67,NEEDS MORE SOURCES
2026-02-27 18:32:51.992107,the indian prime minister narendra modi died in a plane crash,news.google.com,47.49,NEEDS MORE SOURCES
2026-02-27 18:32:51.992107,the indian prime minister narendra modi died in a plane crash,news.google.com,46.45,NEEDS MORE SOURCES
2026-02-27 18:32:51.992107,the indian prime minister narendra modi died in a plane crash,news.google.com,45.64,NEEDS MORE SOURCES
